1,1
1.995,0.70913679
2.99,0.56202681
3.985,0.46664053
4.98,0.40565506
5.975,0.35268174
6.97,0.30620146
7.965,0.26721878
8.96,0.23732634
9.955,0.20924705
10.95,0.18878789
11.945,0.17156298
12.94,0.15884645
13.935,0.14791856
14.93,0.1374072
15.925,0.12902752
16.92,0.12062333
17.915,0.11383628
18.91,0.10849484
19.905,0.10285938
20.9,0.09707691
21.895,0.092005
22.89,0.08783966
23.885,0.08320878
24.88,0.07926396
25.875,0.07551515
26.87,0.07203587
27.865,0.06904663
28.86,0.06642491
29.855,0.06348467
30.85,0.06088746
31.845,0.05838826
32.84,0.05610957
33.835,0.05383089
34.83,0.05162571
35.825,0.04995957
36.82,0.04839144
37.815,0.04682332
38.81,0.04525519
39.805,0.04356455
40.8,0.04214343
41.795,0.04101634
42.79,0.03971774
43.785,0.03834563
44.78,0.03721853
45.775,0.03601794
46.77,0.03469483
47.765,0.03376375
48.76,0.03280817
49.755,0.03177909
50.75,0.03114204
51.745,0.03018646
52.74,0.0294024
53.735,0.02861833
54.73,0.02803028
55.725,0.02734423
56.72,0.02665817
57.715,0.02616813
58.71,0.02555558
59.705,0.02506554
60.7,0.02479602
61.695,0.02430598
62.69,0.02369343
63.685,0.02320339
64.68,0.02271335
65.675,0.02232132
66.67,0.02180678
67.665,0.02124323
68.66,0.02072869
69.655,0.02043467
70.65,0.01999363
71.645,0.0196506
72.64,0.01925857
73.635,0.01903805
74.63,0.01869502
75.625,0.01832749
76.62,0.01795996
77.615,0.01761694
78.61,0.01742092
79.605,0.0171514
80.6,0.01675937
81.595,0.01636733
82.59,0.01607331
83.585,0.01575478
84.58,0.01546076
85.575,0.01516674
86.57,0.01492172
87.565,0.0147012
88.56,0.01440717
89.555,0.01416215
90.55,0.01408865
91.545,0.01389263
92.54,0.01386813
93.535,0.01379462
94.53,0.01362311
95.525,0.01337809
96.52,0.01318207
97.515,0.01301056
98.51,0.01266753
99.505,0.01256952
100.5,0.01239801
101.495,0.01217749
102.49,0.01203048
103.485,0.01195697
104.48,0.01173646
105.475,0.01156494
106.47,0.01134442
107.465,0.01127092
108.46,0.01112391
109.455,0.01087889
110.45,0.01065837
111.445,0.01056036
112.44,0.01043785
113.435,0.01036434
114.43,0.01026634
115.425,0.01019283
116.42,0.01004582
117.415,0.00992331
118.41,0.0098743
119.405,0.0097763
120.4,0.00965379
121.395,0.00948227
122.39,0.00933526
123.385,0.00923725
124.38,0.00916375
125.375,0.00906574
126.37,0.00896773
127.365,0.00882072
128.36,0.00869821
129.355,0.0086247
130.35,0.00845319
131.345,0.00840418
132.34,0.00833068
133.335,0.00830618
134.33,0.00823267
135.325,0.00803665
136.32,0.00791415
137.315,0.00784064
138.31,0.00766913
139.305,0.00754662
140.3,0.00742411
141.295,0.0073996
142.29,0.0073261
143.285,0.00717909
144.28,0.00715458
145.275,0.00705658
146.27,0.00698307
147.265,0.00693407
148.26,0.00681156
149.255,0.00664004
150.25,0.00656654
151.245,0.00651753
152.24,0.00641952
153.235,0.00634602
154.23,0.00624801
155.225,0.00615
156.22,0.0060765
157.215,0.00597849
158.21,0.00592948
159.205,0.00590498
160.2,0.00585598
161.195,0.00583148
162.19,0.00578247
163.185,0.00573347
164.18,0.00570897
165.175,0.00568446
166.17,0.00565996
167.165,0.00556195
168.16,0.00543944
169.155,0.00541494
170.15,0.00539044
171.145,0.00521893
172.14,0.00514542
173.135,0.00514542
174.13,0.00509642
175.125,0.00502291
176.12,0.00497391
177.115,0.0049249
178.11,0.0049249
179.105,0.0048759
180.1,0.0048514
181.095,0.00480239
182.09,0.00475339
183.085,0.00472889
184.08,0.00470438
185.075,0.00470438
186.07,0.00465538
187.065,0.00460638
188.06,0.00455737
189.055,0.00453287
190.05,0.00443486
191.045,0.00441036
192.04,0.00441036
193.035,0.00436136
194.03,0.00426335
195.025,0.00423885
196.02,0.00421434
197.015,0.00416534
198.01,0.00416534
199.005,0.00416534
200,0.00416534
,
